question_id,category,method,question,answer,route,response_time,used_cache,answer_correct,content_correct,route_correct,keyword_hit_count,required_keyword_count,required_keyword_target,retrieval_hit_at_3,citation_supported,hallucinated,unsupported_handling_correct
Q023,unsupported,RAG-only,Can the official project documents provide a day-by-day schedule from 7 May 2026 to the deadline?,"Direct Answer: Report due in Week 13, 16 May 2026.
Key Points:
- Report due in Week 13, 16 May 2026.
- The project aims to develop an AI-powered academic document assistant that helps students understand complex assignment documents, rubrics, templates and presentation requirements.
- Does the project need a GitHub repository?",rag,1107.7851,0,0,0,0,0,2,1,0,0,1,0
Q023,unsupported,Proposed Hybrid System,Can the official project documents provide a day-by-day schedule from 7 May 2026 to the deadline?,The report is due on 16 May 2026 23:59.,rule-based,0.0,0,0,0,0,0,2,1,0,0,1,0
Q024,unsupported,Keyword Search,Can the assistant guarantee a High Distinction if we follow its answers?,"Keyword baseline retrieved this evidence: Academic integrity is about demonstrating honesty, trust, fairness, respect, responsibility and courage in your studies. A breach of academic integrity includes misconduct such as plagiarism and cheating, and penalties apply. If you are thinking about using Ge",keyword,0.0003,0,0,0,0,0,2,1,0,0,1,0
Q024,unsupported,RAG-only,Can the assistant guarantee a High Distinction if we follow its answers?,"Direct Answer: No, the assistant cannot guarantee a High Distinction. Achieving an HD depends on your own performance, including the quality of your delivery, the insightfulness of your findings, and the rigor of your theoretical justification.

Key Points:
- An HD requires engaging delivery, insightful findings, and critical analysis of ethical implications.
- The report must demonstrate a rigorous, well-structured explanation of AI methods and critical engagement with academic literature.
- The assistant's role is limited to retrieving evidence and generating answers based on that evidence, not ensuring specific academic outcomes.

Evidence Used:
- Presentation Rubric (Presentation Delivery and Interaction)
- Presentation Rubric (Findings, Contributions and Limitations)
- Report Rubric (Theoretical Justification)
- Project Design (AI Methods)",rag,119.4348,0,0,0,0,1,2,1,0,0,1,0
Q024,unsupported,Proposed Hybrid System,Can the assistant guarantee a High Distinction if we follow its answers?,"Direct Answer: No, the assistant cannot guarantee a High Distinction. Achieving an HD depends on your own performance, including the quality of your delivery, the insightfulness of your findings, and the rigor of your theoretical justification.

Key Points:
- An HD requires engaging delivery, insightful findings, and a rigorous, well-structured explanation of AI methods.
- You must demonstrate deep understanding, critical analysis of limitations, and engagement with academic literature.
- The assistant is limited to providing evidence-grounded answers and cannot ensure the quality or outcome of your work.

Evidence Used:
- Presentation rubric (presentation_rubric.txt)
- Findings, Contributions and Limitations rubric (presentation_rubric.txt)
- Theoretical Justification rubric (report_rubric.txt)
- AI Methods project design (project_design.txt)",rag,34.2966,0,0,0,0,1,2,1,0,0,1,0
Q025,unsupported,Keyword Search,Can we submit late without approval?,Keyword baseline retrieved this evidence: Report submission: PDF. Only one member from the group needs to submit the report. The first page must clearly list all group members' names and student IDs. Please also submit the PowerPoint slide file along with the report submission.,keyword,0.0,0,0,0,0,0,2,1,0,0,1,0
Q025,unsupported,RAG-only,Can we submit late without approval?,The provided documents do not contain enough evidence to answer this question confidently.,rag,0.0134,0,0,0,0,0,2,1,0,0,1,0
Q025,unsupported,Proposed Hybrid System,Can we submit late without approval?,"The provided documents do not contain enough evidence to answer this confidently, or the request may require official approval. Please check the official course instructions or contact the subject coordinator.",unsupported,0.0,0,1,1,1,1,2,1,0,0,0,1
Q026,unsupported,Keyword Search,Can the assistant write the whole assignment for us?,"Keyword baseline retrieved this evidence: The project aims to develop an AI-powered academic document assistant that helps students understand complex assignment documents, rubrics, templates and presentation requirements.",keyword,0.0,0,0,0,0,0,2,1,0,0,1,0
Q026,unsupported,RAG-only,Can the assistant write the whole assignment for us?,"Direct Answer: No, the assistant cannot write the assignment for you. The project is designed to help students understand requirements, and the assessment requires individual contributions and critical evaluation.

Key Points:
- The assistant is intended to help students understand complex documents, rubrics, and requirements, not to complete the work.
- The assessment requires individual documentation of contributions and critical, research-informed analysis.
- The assignment is group-based with individually assessed contributions.

Evidence Used:
- Project goal is to help students understand assignment documents and requirements [1].
- Assessment requires application of AI techniques, critical evaluation, and research-informed decision-making [2].
- Group assignment with individually assessed contributions [2, 4].",rag,14.6622,0,0,0,0,0,2,1,0,0,1,0
Q026,unsupported,Proposed Hybrid System,Can the assistant write the whole assignment for us?,"The provided documents do not contain enough evidence to answer this confidently, or the request may require official approval. Please check the official course instructions or contact the subject coordinator.",unsupported,0.0,0,1,1,1,0,2,1,0,0,0,1
Q027,unsupported,Keyword Search,Can we bypass Turnitin if the answer looks correct?,"Keyword baseline retrieved this evidence: Similarity checks on the report will be done by Turnitin. The maximum allowed similarity score is 20%, including quoted material and excluding references.",keyword,0.0,0,0,0,0,1,2,1,0,0,1,0
Q027,unsupported,RAG-only,Can we bypass Turnitin if the answer looks correct?,"Direct Answer: Similarity checks on the report will be done by Turnitin.
Key Points:
- Similarity checks on the report will be done by Turnitin.
- Evidence-Grounded Answer Generation
- Final Answer with Evidence and Confidence Level",rag,212.7305,0,0,0,0,1,2,1,0,0,1,0
Q027,unsupported,Proposed Hybrid System,Can we bypass Turnitin if the answer looks correct?,"The provided documents do not contain enough evidence to answer this confidently, or the request may require official approval. Please check the official course instructions or contact the subject coordinator.",unsupported,0.0,0,1,1,1,0,2,1,0,0,0,1
Q028,unsupported,Keyword Search,Can the assistant replace official course guidance?,"Keyword baseline retrieved this evidence: AI-Powered Academic Document Assistant Using Retrieval-Augmented Generation, Structured Knowledge Representation and Rule-Based Reasoning.",keyword,0.0,0,0,0,0,0,2,1,0,0,1,0
Q028,unsupported,RAG-only,Can the assistant replace official course guidance?,"Direct Answer: No, the assistant cannot replace official course guidance. Official course documents are defined as the authoritative sources for all rules, deadlines, and policies.

Key Points:
- The assistant is designed to help students understand documents, rubrics, and requirements, not to supersede official instructions.
- Official course documents remain the authoritative source for academic integrity, submission rules, and course policies.

Evidence Used:
- System instructions (Developer prompt)
- Project Goal (project_design.txt)",rag,12.7401,0,0,0,0,1,2,1,0,0,1,0
Q028,unsupported,Proposed Hybrid System,Can the assistant replace official course guidance?,"The provided documents do not contain enough evidence to answer this confidently, or the request may require official approval. Please check the official course instructions or contact the subject coordinator.",unsupported,0.0,0,1,1,1,1,2,1,0,0,0,1
