question_id,category,question_type,method,question,answer,route,response_time,used_cache,answer_correct,content_correct,keyword_hit_count,required_keyword_count,required_keyword_target,evidence_supported,hallucinated,unsupported_handling_correct
Q022,rubric_interpretation,interpretive,RAG-only,"What does HD require in conclusion, future work, and references?","Direct Answer:
For HD, a conclusion should be clear, concise, and insightful, linking results to project objectives and highlighting key AI-related findings. Future work should be realistic, technically sound, and well-justified, addressing limitations or exploring alternative AI methods. High-quality, relevant academic references should be used consistently and well integrated.

Key Points:
- Clear, concise, and insightful conclusion
- Realistic, technically sound future work
- High-quality, relevant academic references

Evidence Used:
- <short evidence point> ""Provides a clear, concise, and insightful conclusion that effectively links results to project objectives and highlights key AI-related findings.""
- <short evidence point> ""Uses high-quality, relevant academic references that are consistent and well integrated into the report.""",rag,5.9018,0,1,1,5,5,4,1,0,1
Q023,rubric_interpretation,interpretive,Keyword Search,"For the presentation, what does HD require in content and relevance?","Keyword baseline retrieved this evidence: HD: Presents a highly relevant real-world problem and AI solution, demonstrates clear integration of AI techniques and strong alignment between problem and chosen methods, clearly articulates significance, impact, and ethical considerations, and stays within t",keyword,0.0003,0,1,1,5,6,5,1,0,1
Q023,rubric_interpretation,interpretive,Proposed Hybrid System,"For the presentation, what does HD require in content and relevance?","Direct Answer: For the presentation, HD requires an engaging, confident, well-paced delivery with excellent visuals, clear articulation, strong audience interaction, insightful answers, deep understanding, and effective addressing of ethical implications.

Key Points:
- Engaging and confident presentation delivery
- Excellent use of visuals and clear articulation
- Strong audience interaction and insightful answers
- Demonstrates deep understanding and addresses ethical implications effectively

Evidence Used:
- [1] authority=official source=assessment_brief.txt section=Presentation Rubric: Presentation Delivery and Interaction chunk_id=assessment_brief__presentation_rubric_presentation_delivery_and_interaction__01 score=0.6269",rag,4.8527,0,0,0,0,6,5,0,1,1
Q023,rubric_interpretation,interpretive,RAG-only,"For the presentation, what does HD require in content and relevance?","Direct Answer: For the presentation, HD requires an engaging, confident, well-paced delivery with excellent use of visuals, clear articulation, strong audience interaction, insightful answers, deep understanding, and effective addressing of ethical implications.

Key Points:
- Engaging and confident presentation delivery
- Excellent use of visuals and clear articulation
- Strong audience interaction and insightful answers
- Demonstrates deep understanding and addresses ethical implications effectively

Evidence Used:
- [1] authority=official source=assessment_brief.txt section=Presentation Rubric: Presentation Delivery and Interaction chunk_id=assessment_brief__presentation_rubric_presentation_delivery_and_interaction__01 score=0.6269",rag,5.4021,0,0,0,0,6,5,0,1,1
Q023,rubric_interpretation,interpretive,LLM-only,"For the presentation, what does HD require in content and relevance?","For a presentation to be considered high-quality (HD), it should meet the following content and relevance criteria:

1. **Content**: 
   - **Clarity**: The content should be clear, concise, and easy to understand.
   - **Relevance**: The information should be directly related to the topic and purpose of the presentation.
   - **Completeness**: Cover all necessary aspects of the topic without omitting critical details.
   - **Accuracy**: Ensure that the information is accurate and up-to-date.
   - **Depth**: Provide sufficient depth to engage the audience and demonstrate expertise.
   - **Structure**: Organize the content logically, with a clear introduction, body, and conclusion.

2. **Relevance**:
   - **Audience**: The content should be relevant to the audience's interests, level of understanding, and needs.
   - **Context**: The information should be placed within the appropriate context to make it meaningful.
   - **Purpose**: The content should align with the presentation's intended purpose or objective.
   - **Relevance to the Subject**: The material should be pertinent to the subject matter being discussed.",llm-only,8.6491,0,0,0,0,6,5,0,1,1
Q024,rubric_interpretation,interpretive,Keyword Search,"For the presentation, what does HD require in AI method explanation and justification?","Keyword baseline retrieved this evidence: HD: Clearly and concisely explains the AI-based method, demonstrates deep understanding, provides strong justification for method selection, compares with alternative approaches, explains trade-offs, and shows excellent alignment between the chosen method and ",keyword,0.0002,0,1,1,5,5,4,1,0,1
Q024,rubric_interpretation,interpretive,Proposed Hybrid System,"For the presentation, what does HD require in AI method explanation and justification?","Direct Answer:
For the presentation, HD requires a clear and concise explanation of the AI-based method, demonstrating deep understanding, strong justification for method selection, comparison with alternative approaches, explanation of trade-offs, and excellent alignment between the chosen method and the problem.

Action Plan:
1. Clearly explain the AI-based method, ensuring that the explanation is concise and demonstrates a deep understanding of the topic.
2. Provide strong justification for the chosen method, comparing it with alternative approaches and explaining the trade-offs involved.
3. Ensure that there is excellent alignment between the chosen AI method and the problem at hand, demonstrating how the method addresses the problem effectively.

Evidence Used:
- [1] official source=assessment_brief.txt section=Presentation Rubric: AI Method Explanation and Justification
- [2] official source=assessment_brief.txt section=Report Rubric: Theoretical Justification",rag,7.8768,0,1,1,5,5,4,1,0,1
Q024,rubric_interpretation,interpretive,RAG-only,"For the presentation, what does HD require in AI method explanation and justification?","Direct Answer:
For the presentation, HD requires a clear and concise explanation of the AI-based method, demonstrating deep understanding, strong justification for method selection, comparison with alternative approaches, explanation of trade-offs, and excellent alignment between the chosen method and the problem.

Action Plan:
1. Clearly explain the AI-based method, ensuring the explanation is concise and demonstrates a deep understanding of the topic.
2. Provide strong justification for the chosen method, comparing it with alternative approaches and discussing the trade-offs involved.
3. Ensure there is excellent alignment between the chosen AI method and the problem at hand, demonstrating how the method addresses the problem effectively.

Evidence Used:
- [1] official source=assessment_brief.txt section=Presentation Rubric: AI Method Explanation and Justification
- [2] official source=assessment_brief.txt section=Report Rubric: Theoretical Justification",rag,6.7763,0,1,1,5,5,4,1,0,1
Q025,rubric_interpretation,interpretive,Keyword Search,"For the presentation, what does HD require in findings, contributions, and limitations?","Keyword baseline retrieved this evidence: Each group will deliver a presentation to demonstrate the proposed solution and project outcomes. All members of the group are required to be present for the group presentation. The presentation should highlight the real-world problem, the AI-based approach, f",keyword,0.0002,0,0,0,0,5,4,1,1,1
Q025,rubric_interpretation,interpretive,Proposed Hybrid System,"For the presentation, what does HD require in findings, contributions, and limitations?","Direct Answer:
For the presentation, HD requires insightful findings and contributions with clear empirical results, showing solution effectiveness and innovation. Limitations must be critically analyzed with ethical implications.

Key Points:
- Insightful findings and contributions with clear empirical results.
- Critically analyzed limitations with ethical implications.

Evidence Used:
- [2] authority=official source=assessment_brief.txt section=Presentation Rubric: Findings, Contributions, and Limitations chunk_id=assessment_brief__presentation_rubric_findings_contributions_and_limitations__01 score=0.5911",rag,5.1059,0,1,1,5,5,4,1,0,1
Q025,rubric_interpretation,interpretive,RAG-only,"For the presentation, what does HD require in findings, contributions, and limitations?","Direct Answer:
For the presentation, HD requires insightful findings and contributions with clear empirical results, showing solution effectiveness and innovation. Limitations must be critically analyzed with ethical implications.

Key Points:
- Insightful findings and contributions with clear empirical results.
- Critically analyzed limitations with ethical implications.

Evidence Used:
- [2] authority=official source=assessment_brief.txt section=Presentation Rubric: Findings, Contributions, and Limitations chunk_id=assessment_brief__presentation_rubric_findings_contributions_and_limitations__01 score=0.5911",rag,4.7762,0,1,1,5,5,4,1,0,1
Q025,rubric_interpretation,interpretive,LLM-only,"For the presentation, what does HD require in findings, contributions, and limitations?","For a presentation, HD (High Distinction) in findings, contributions, and limitations would typically require the following:

1. **Findings:**
   - Comprehensive and detailed analysis of the research or study.
   - Clear, concise, and well-supported conclusions.
   - Evidence from multiple sources or methodologies.
   - Insightful interpretation of data and results.
   - Addressing all aspects of the research question or hypothesis.

2. **Contributions:**
   - Clearly articulated and significant original contributions to the field.
   - Novelty in approach, methodology, or findings.
   - Demonstrated impact on the field or potential for future research.
   - Contribution to theory, practice, or policy.
   - Proper citation of the contribution in the context of existing literature.

3. **Limitations:**
   - Open and honest discussion of the study's limitations.
   - Acknowledgment of potential biases or errors.
   - Analysis of the impact of limitations on the findings and conclusions.
   - Suggestions for future research to overcome or address these limitations.
   - Reflective consideration of the broader implications of the limitations.",llm-only,8.6941,0,0,0,3,5,4,0,1,1
Q026,rubric_interpretation,interpretive,Keyword Search,"For the presentation, what does HD require in delivery and interaction?","Keyword baseline retrieved this evidence: HD: Delivers an engaging, confident, and well-paced presentation with excellent use of visuals, clear articulation, and strong audience interaction. Responds to questions with insightful, accurate, and confident answers, demonstrates deep understanding, and ad",keyword,0.0003,0,1,1,4,5,4,1,0,1
Q026,rubric_interpretation,interpretive,Proposed Hybrid System,"For the presentation, what does HD require in delivery and interaction?","Direct Answer: HD requires an engaging, confident, and well-paced presentation with excellent use of visuals, clear articulation, and strong audience interaction. The presenter must respond to questions with insightful, accurate, and confident answers, demonstrating deep understanding and addressing ethical implications effectively.

Key Points:
- Engaging and confident delivery
- Excellent use of visuals and clear articulation
- Strong audience interaction
- Insightful and accurate responses to questions
- Demonstrated deep understanding
- Effective addressing of ethical implications

Evidence Used:
- authority=official source=assessment_brief.txt section=Presentation Rubric: Presentation Delivery and Interaction chunk_id=assessment_brief__presentation_rubric_presentation_delivery_and_interaction__01 score=0.653",rag,7.5792,0,1,1,5,5,4,1,0,1
Q026,rubric_interpretation,interpretive,RAG-only,"For the presentation, what does HD require in delivery and interaction?","Direct Answer:
For the presentation, HD requires an engaging, confident, and well-paced delivery with excellent use of visuals, clear articulation, and strong audience interaction. The presenter must respond to questions with insightful, accurate, and confident answers, demonstrating deep understanding and addressing ethical implications effectively.

Key Points:
- Engaging and confident presentation delivery
- Excellent use of visuals and clear articulation
- Strong audience interaction
- Insightful and accurate responses to questions
- Demonstrated deep understanding
- Effective addressing of ethical implications

Evidence Used:
- authority=official source=assessment_brief.txt section=Presentation Rubric: Presentation Delivery and Interaction chunk_id=assessment_brief__presentation_rubric_presentation_delivery_and_interaction__01 score=0.653",rag,6.9478,0,1,1,5,5,4,1,0,1
Q027,planning_and_story,interpretive,Keyword Search,"Based on the brief, what workstreams should the group cover before submission?",Keyword baseline retrieved this evidence: Report submission: PDF. Only one member from the group needs to submit the report. The first page must clearly list all group members' names and student IDs. The PowerPoint slide file must also be submitted along with the report submission.,keyword,0.0003,0,0,0,0,7,5,1,1,1
Q027,planning_and_story,interpretive,Proposed Hybrid System,"Based on the brief, what workstreams should the group cover before submission?","Direct Answer:
Before submission, the group should cover workstreams related to problem identification and solution using AI techniques, report development, individual contributions documentation, and presentation preparation.

Key Points:
- Identify and solve a real-world problem using AI techniques.
- Develop a detailed report and prepare a PowerPoint presentation.
- Document individual contributions within the report.
Evidence Used:
- Students must identify and solve a real-world problem using AI techniques, develop a detailed report, and present findings as a group. (Evidence [2])
- Each group member must clearly document their contributions at the end of the report. (Evidence [3])
- Report due in Week 13 on 16 May 2026. Presentation due in Week 12 and Week 13 for Group A and Group B respectively. (Evidence [1])",rag,7.2059,0,0,0,2,7,5,1,1,1
Q027,planning_and_story,interpretive,RAG-only,"Based on the brief, what workstreams should the group cover before submission?","Direct Answer:
Before submission, the group should cover workstreams related to problem identification and solution using AI techniques, report development, collaboration documentation, and presentation preparation.

Key Points:
- Identify and solve a real-world problem using AI techniques.
- Develop a detailed report and prepare a PowerPoint presentation.
- Document individual contributions within the group.
- Ensure the report and presentation filenames follow the specified format.
- Prepare for the group presentation session according to the assigned session number.

Evidence Used:
- Students must identify and solve a real-world problem using AI techniques, develop a detailed report, and present findings as a group. (Evidence [2])
- The report must clearly list all group members' names and student IDs on the first page. The report filename should be AT3_Report_Group_xxxx.pdf, where xxxx is the group number. The PowerPoint presentation filename should be AT3_Slide_Group_xxxx.pptx, where xxxx is the group number. (Evidence [2])
- Each group member must clearly document their contributions at the end of the report. (Evidence [3])
- The group presentation session will be held in Session 10 for Group A, which covers Group 1 to Group 11, and Session 11 for Group B, which covers Group 12 to Group 28. (Evidence [4])",rag,8.7191,0,0,0,2,7,5,1,1,1
Q027,planning_and_story,interpretive,LLM-only,"Based on the brief, what workstreams should the group cover before submission?","To provide a specific answer, I would need the details of the brief. However, generally, before submission, a group should cover the following workstreams:

1. **Research and Analysis**: Ensuring comprehensive research on the topic and thorough analysis of findings.
2. **Content Development**: Crafting the main content, including arguments, evidence, and conclusions.
3. **Structure and Organization**: Outlining the document's structure, ensuring logical flow, and proper organization of sections.
4. **Editing and Proofreading**: Reviewing the content for clarity, coherence, grammar, and spelling errors.
5. **Formatting and Style**: Adhering to the required formatting guidelines and style conventions.
6. **Feedback and Revision**: Incorporating feedback from peers or supervisors and making necessary revisions.
7. **References and Citations**: Ensuring all sources are properly cited and referenced according to the required citation style.
8. **Final Review**: A final check for completeness, accuracy, and adherence to submission guidelines.",llm-only,7.6145,0,0,0,0,7,5,0,1,1
Q028,planning_and_story,interpretive,Keyword Search,"If we want a strong presentation story, what key beats should we cover?","Keyword baseline retrieved this evidence: Identify a real-world problem that can be effectively addressed using artificial intelligence techniques. The solution must go beyond software development and demonstrate integration of multiple AI paradigms such as logic, structural knowledge representation, ",keyword,0.0004,0,0,0,1,7,5,1,1,1
Q028,planning_and_story,interpretive,Proposed Hybrid System,"If we want a strong presentation story, what key beats should we cover?","Direct Answer:
To create a strong presentation story, cover the real-world problem, the AI-based approach, findings, and contributions.

Key Points:
- Highlight the real-world problem.
- Explain the AI-based approach.
- Present the findings.
- Discuss the contributions.
Evidence Used:
- The presentation should highlight the real-world problem, the AI-based approach, findings, and contributions. (Evidence [1], [3])
- Students should be prepared to answer questions regarding the problem, solution, and overall project insights. (Evidence [1], [3])",rag,4.5609,0,0,0,4,7,5,1,1,1
Q028,planning_and_story,interpretive,RAG-only,"If we want a strong presentation story, what key beats should we cover?","Direct Answer:
To create a strong presentation story, cover the real-world problem, the AI-based approach, findings, and contributions.

Key Points:
- Highlight the real-world problem
- Explain the AI-based approach
- Present the findings
- Discuss the contributions
Evidence Used:
- The presentation should highlight the real-world problem, the AI-based approach, findings, and contributions. (Evidence [1], [3])
- Students should be prepared to answer questions regarding the problem, solution, and overall project insights. (Evidence [1], [3])",rag,4.7871,0,0,0,4,7,5,1,1,1
Q028,planning_and_story,interpretive,LLM-only,"If we want a strong presentation story, what key beats should we cover?","To create a strong presentation story, you should cover the following key beats:

1. **Introduction**: Introduce the topic, the problem, or the opportunity, and state the purpose of your presentation.
2. **Background**: Provide context and background information that is necessary for understanding the story.
3. **Problem or Opportunity**: Clearly articulate the problem or opportunity you are addressing.
4. **Solution or Approach**: Describe the solution, approach, or strategy you are proposing.
5. **Evidence or Support**: Offer data, examples, or testimonials to support your claims.
6. **Implementation**: Explain how the solution or approach will be implemented.
7. **Impact or Benefits**: Discuss the expected outcomes, benefits, or impact of your solution.
8. **Conclusion**: Summarize the main points and reinforce the importance of your presentation's message.
9. **Call to Action**: End with a clear call to action, if applicable.",llm-only,8.3361,0,0,0,0,7,5,0,1,1
Q035,unsupported,unsupported,Keyword Search,Can the documents tell us the exact six-person role split we must use?,"Keyword baseline retrieved this evidence: Identify a real-world problem that can be effectively addressed using artificial intelligence techniques. The solution must go beyond software development and demonstrate integration of multiple AI paradigms such as logic, structural knowledge representation, ",keyword,0.0004,0,0,0,0,2,1,0,1,0
Q035,unsupported,unsupported,Proposed Hybrid System,Can the documents tell us the exact six-person role split we must use?,"The provided documents do not contain enough evidence to answer this confidently, or the request may require official approval. Please check the official course instructions or contact the subject coordinator.",unsupported,0.0,0,1,1,1,2,1,0,0,1
Q035,unsupported,unsupported,RAG-only,Can the documents tell us the exact six-person role split we must use?,"Direct Answer:
The documents do not specify the exact six-person role split for the group assignment.

Key Points:
- The maximum group size is six students.
- Individual contributions will be assessed separately.
Evidence Used:
- Evidence [1] states the maximum group size.
- Evidence [3] indicates individual contributions will be assessed separately.",rag,3.775,0,0,0,0,2,1,0,1,0
Q036,unsupported,unsupported,Keyword Search,Can the documents provide a day-by-day plan from 8 May 2026 to the report deadline?,"Keyword baseline retrieved this evidence: Introduction. Clearly define the real-world problem the group aims to address. Explain its real-world significance and impact, identify key challenges and constraints, clearly state project objectives and scope, and explain the benefits of an effective solutio",keyword,0.0011,0,0,0,0,2,1,0,1,0
Q036,unsupported,unsupported,Proposed Hybrid System,Can the documents provide a day-by-day plan from 8 May 2026 to the report deadline?,"Direct Answer: The documents do not provide a day-by-day plan from 8 May 2026 to the report deadline.

Action Plan:
1. Review the official course documents for any additional information regarding the daily schedule or specific tasks leading up to the report deadline.
2. Consult with the group members to compile a timeline based on the information provided about the due dates for the report and presentation.
3. Use the project planning document as a guide to ensure all necessary components of the report are addressed before the deadline.

Evidence Used:
- The official assessment brief states the report is due on 16 May 2026 (Evidence [1], [2]).
- The project planning document suggests considering the limitations and ethical risks of using AI for assignment support, which could be relevant for the report (Evidence [4]).",rag,6.478,0,0,0,0,2,1,0,1,0
Q036,unsupported,unsupported,RAG-only,Can the documents provide a day-by-day plan from 8 May 2026 to the report deadline?,"Direct Answer: The documents do not provide a day-by-day plan from 8 May 2026 to the report deadline.

Action Plan:
1. Review the official course documents for any additional information on the report preparation schedule.
2. Consult with the group members to establish a daily plan leading up to the report deadline.
3. Use the project planning document as a guide for workflow and team coordination.

Evidence Used:
- The official assessment brief states the report is due on 16 May 2026 (Evidence [1], [2]).
- The project planning document suggests questions that could help in planning but does not provide a day-by-day plan (Evidence [4]).",rag,7.0218,0,0,0,0,2,1,0,1,0
Q037,unsupported,unsupported,Keyword Search,Can the assistant guarantee a High Distinction if we follow its advice?,"Keyword baseline retrieved this evidence: Introduction. Clearly define the real-world problem the group aims to address. Explain its real-world significance and impact, identify key challenges and constraints, clearly state project objectives and scope, and explain the benefits of an effective solutio",keyword,0.0003,0,0,0,0,2,1,0,1,0
Q037,unsupported,unsupported,Proposed Hybrid System,Can the assistant guarantee a High Distinction if we follow its advice?,"The provided documents do not contain enough evidence to answer this confidently, or the request may require official approval. Please check the official course instructions or contact the subject coordinator.",unsupported,0.0,0,1,1,1,2,1,0,0,1
Q037,unsupported,unsupported,RAG-only,Can the assistant guarantee a High Distinction if we follow its advice?,"Direct Answer: The assistant cannot guarantee a High Distinction; it can only provide advice that aligns with the criteria for achieving one.

Key Points:
- Meeting the criteria for a High Distinction requires a clear and deep understanding of the AI method, its relevance to a real-world problem, and its theoretical justification.
- The assistant's advice must be aligned with the specific requirements outlined in the assessment brief.

Evidence Used:
- The evidence provided details the specific criteria for achieving a High Distinction in the AI Method Explanation and Justification, Content and Relevance, Findings, Contributions, and Limitations, and Theoretical Justification sections of the assessment.",rag,6.7544,0,0,0,0,2,1,0,1,0
Q037,unsupported,unsupported,LLM-only,Can the assistant guarantee a High Distinction if we follow its advice?,"The assistant cannot guarantee a High Distinction, as academic success depends on various factors beyond the advice provided, including individual effort, understanding, and external circumstances. However, following the assistant's advice can contribute positively to achieving a high grade.",llm-only,2.5241,0,0,0,0,2,1,0,1,0
Q038,unsupported,unsupported,Keyword Search,Can the assistant replace official course guidance or write the whole assignment for us?,"Keyword baseline retrieved this evidence: The project aims to develop an AI-powered academic document assistant that helps students understand complex assignment documents, rubrics, templates and presentation requirements.",keyword,0.0005,0,0,0,0,2,1,0,1,0
Q038,unsupported,unsupported,Proposed Hybrid System,Can the assistant replace official course guidance or write the whole assignment for us?,"The provided documents do not contain enough evidence to answer this confidently, or the request may require official approval. Please check the official course instructions or contact the subject coordinator.",unsupported,0.0,0,1,1,2,2,1,0,0,1
Q038,unsupported,unsupported,RAG-only,Can the assistant replace official course guidance or write the whole assignment for us?,"Direct Answer:
The assistant cannot replace official course guidance or write the whole assignment for you.

Key Points:
- The project is designed to assist students in understanding complex assignment documents, not to replace official course guidance or write assignments.
- Individual contributions are to be documented and assessed separately, indicating the need for personal involvement in the assignment process.
Evidence Used:
- The project goal is to help students understand complex assignment documents, not to replace them (Evidence [1]).
- The task overview specifies that individual contributions must be documented, emphasizing personal involvement (Evidence [3]).",rag,6.1762,0,0,0,0,2,1,0,1,0
Q039,unsupported,unsupported,Keyword Search,Will the tutor definitely approve a late submission if we email them?,"Keyword baseline retrieved this evidence: Similarity checks on the report will be done by Turnitin. Multiple submissions are allowed. The maximum allowed similarity score is 20%, including quoted material and excluding references. Marks may be lost if the similarity score is higher than 20%.",keyword,0.0003,0,0,0,0,2,1,0,1,0
Q039,unsupported,unsupported,Proposed Hybrid System,Will the tutor definitely approve a late submission if we email them?,"Direct Answer:
The tutor will not definitely approve a late submission just by email. Extensions must be requested through the Assignment Extension tool in Canvas and involve all group members' unanimous agreement.

Key Points:
- Extensions must be requested through the Assignment Extension tool in Canvas.
- All group members must agree on the need for an extension.
Evidence Used:
- Evidence [1] indicates that extensions must be requested through the Assignment Extension tool and involve all group members.
- Evidence [3] provides the due dates for the report and presentation, which are separate from the extension process.",rag,4.5342,0,0,0,0,2,1,0,1,0
Q039,unsupported,unsupported,RAG-only,Will the tutor definitely approve a late submission if we email them?,"Direct Answer:
The tutor will not definitely approve a late submission just by email. Extensions must be requested through the Assignment Extension tool in Canvas and involve all group members' unanimous agreement.

Key Points:
- Extensions must be requested through the Assignment Extension tool.
- All group members must agree on the need for an extension.
Evidence Used:
- Evidence [1] indicates the process for requesting an extension.
- Evidence [3] provides the due date for the report submission.",rag,5.5768,0,0,0,0,2,1,0,1,0
Q039,unsupported,unsupported,LLM-only,Will the tutor definitely approve a late submission if we email them?,"No, a tutor cannot guarantee approval for a late submission just by email. The decision typically depends on the specific policies of the institution and the circumstances surrounding the late submission. It's important to follow the institution's guidelines and communicate with the tutor as soon as possible to discuss the possibility of an extension or late submission.",llm-only,3.5259,0,0,0,0,2,1,0,1,0
Q040,unsupported,unsupported,Keyword Search,Can we ignore the similarity rules if the prototype works well?,"Keyword baseline retrieved this evidence: HD: Provides a rigorous, well-structured explanation of AI methods with strong theoretical foundations such as search, probabilistic reasoning, multi-layer networks, reinforcement learning, GenAI, or LLMs. Demonstrates deep understanding and clearly justifies ",keyword,0.0003,0,0,0,0,2,1,0,1,0
Q040,unsupported,unsupported,Proposed Hybrid System,Can we ignore the similarity rules if the prototype works well?,"The provided documents do not contain enough evidence to answer this confidently, or the request may require official approval. Please check the official course instructions or contact the subject coordinator.",unsupported,0.0,0,1,1,1,2,1,0,0,1
Q040,unsupported,unsupported,RAG-only,Can we ignore the similarity rules if the prototype works well?,"Direct Answer: No, we cannot ignore the similarity rules even if the prototype works well.

Key Points:
- The official assessment brief explicitly states that similarity checks will be done by Turnitin, and the maximum allowed similarity score is 20%.
- The theoretical justification for AI methods must be rigorous and well-structured, with strong theoretical foundations and clear justification using relevant academic literature.

Evidence Used:
- [1] official source=assessment_brief.txt section=Similarity Checks
- [4] official source=assessment_brief.txt section=Report Rubric: Theoretical Justification",rag,6.7654,0,0,0,0,2,1,0,1,0
